JVET number,MPEG number,Created,First upload,Last upload,Title,Source,Download Link,Type
JVET-AH0224,m67319,2024-04-11 04:55:23,2024-04-11 06:01:40,2024-04-11 06:01:40,Crosscheck of JVET-AH0086 (EE2-2.9: EIP with bias and clipping),L. Xu (OPPO),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0224-v1.zip,3
JVET-AH0225,m67320,2024-04-11 07:50:32,2024-04-17 09:07:09,2024-04-17 09:07:09,Crosscheck of JVET-AH0072 (AHG12: Eliminating division operations in DIMD and TIMD),W. Ahmad (Ericsson),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0225-v1.zip,3
JVET-AH0226,m67321,2024-04-11 08:03:22,2024-04-17 11:26:30,2024-04-17 11:26:30,Crosscheck of JVET-AH0093 (EE2-2.6: Adaptive MRL Fusion),"R. G. Youvalari, M. Abdoli, A.  Tissier (Xiaomi)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0226-v1.zip,3
JVET-AH0227,m67346,2024-04-11 16:04:28,2024-04-16 10:06:55,2024-04-19 17:51:18,AHG7: Statistical analysis of luma and chroma intra tools in ECM versions,"M. Abdoli, R. G. Youvalari, A. Tissier (Xiaomi), K. Naser, K. Reuzé, F. Le Léannec (InterDigital)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0227-v2.zip,2
JVET-AH0228,m67347,2024-04-11 16:48:01,2024-04-16 15:24:40,2024-04-16 15:24:40,crosscheck of JVET-AH0085 (EE2-6.2: Entropy coding extension),M. Blestel (Ofinno),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0228-v1.zip,3
JVET-AH0229,m67348,2024-04-11 18:05:19,2024-04-17 16:08:55,2024-04-17 16:08:55,Crosscheck of JVET-AH0201 EE2-2.10g: combination test of EE2-2.10d and EE2-2.11c,X. Li (Google),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0229-v1.zip,3
JVET-AH0230,m67349,2024-04-11 20:43:48,2024-04-18 09:04:14,2024-04-18 09:04:14,Crosscheck of JVET-AH0202 EE2 related: Adaptive weighting for Inter CCP merge mode with zero luma CBF,X. Xiu (Kwai),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0230-v1.zip,3
JVET-AH0231,m67353,2024-04-11 23:50:19,2024-04-16 22:33:33,2024-04-16 22:33:33,Crosscheck of JVET-AH0103 Non-EE2: Low-delay configurations for LFNST/NSPT,"M. Coban, V. Seregin (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0231-v1.zip,3
JVET-AH0232,m67356,2024-04-12 03:33:39,2024-04-21 10:49:39,2024-04-21 10:49:39,Crosscheck of JVET-AH0103 (Non-EE2: Low-delay configurations for LFNST/NSPT),F. Wang (OPPO),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0232-v1.zip,3
JVET-AH0233,m67357,2024-04-12 03:37:26,2024-04-21 16:36:14,2024-04-21 16:36:14,Crosscheck of JVET-AH0072 (AHG12: Eliminating division operations in DIMD and TIMD) test1,F. Wang (OPPO),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0233-v1.zip,3
JVET-AH0234,m67358,2024-04-12 03:37:56,2024-04-17 10:18:33,2024-04-17 10:18:33,Crosscheck of JVET-AH0136 (EE2-2.12: Chroma intra prediction mode reordering),L. Xu (OPPO),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0234-v1.zip,3
JVET-AH0235,m67360,2024-04-12 03:42:52,2024-04-21 16:49:57,2024-04-21 16:49:57,Crosscheck of JVET-AH0218 (EE2-4.1 related: Alternative intra mode derivation for LFNST/NSPT),F. Wang (OPPO),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0235-v1.zip,3
JVET-AH0236,m67367,2024-04-12 06:22:08,2024-04-17 12:39:45,2024-04-17 12:39:45,Crosscheck of EE2-Test 3.2a and 3.2b: Alignment of temporal buffer usage,"Y. Kidani, K. Kawamura (KDDI)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0236-v1.zip,3
JVET-AH0237,m67372,2024-04-12 07:53:25,2024-04-12 07:56:38,2024-04-18 10:41:04,EE2-4.1 related: Alternative intra mode derivation for LFNST/NSPT kernel selection,"M. Coban, M. Karczewicz, V. Seregin (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0237-v3.zip,1
JVET-AH0238,m67373,2024-04-12 08:05:48,2024-04-12 08:09:28,2024-04-12 08:09:28,Crosscheck of JVET-AH0176 (EE2-6.1: Context initialization for B-slice),Z. Deng (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0238-v1.zip,3
JVET-AH0239,m67377,2024-04-12 08:28:54,2024-04-12 08:33:28,2024-04-21 12:57:51,AHG9/AHG16: Software Implementation of Generative Face Video SEI Message,"B. Chen, J. Chen, R. Zou, Y. Ye, R.-L. Liao (Alibaba), S. Wang (CityU)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0239-v5.zip,2
JVET-AH0240,m67380,2024-04-12 08:54:27,2024-04-17 13:05:15,2024-04-17 13:05:15,Crosscheck of JVET-AH0097 (EE2-2.14: Bilateral Filtering for Intra Prediction),V. Shchukin (Ericsson),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0240-v1.zip,3
JVET-AH0241,m67381,2024-04-12 09:02:35,2024-04-12 16:07:13,2024-04-18 08:40:44,Crosscheck of JVET-AH0096 (EE1-1.4: Content-adaptive loop-filter),D. Liu (Ericsson),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0241-v2.zip,3
JVET-AH0242,m67384,2024-04-12 09:36:19,2024-04-17 05:32:47,2024-04-17 05:32:47,Crosscheck of JVET-AH0057 (EE2-5.1: Adaptive precision for CCALF coefficients),C. Ma (Kwai),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0242-v1.zip,3
JVET-AH0243,m67391,2024-04-12 10:44:04,2024-04-16 09:49:09,2024-04-16 09:49:09,Crosscheck of JVET-AH0085 (EE2-6.2: Entropy coding extension),"M. Abdoli, R. G. Youvalari, A. Tissier (Xiaomi)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0243-v1.zip,3
JVET-AH0244,m67403,2024-04-12 13:33:52,2024-04-12 13:37:29,2024-04-17 11:26:46,EE2-2.10c: MR-SAD based IntraTMP BV search with signalling,"K. Naser, F. Le Léannec, T. Poirier, H. Guermoud, T. Dumas (InterDigital)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0244-v2.zip,1
JVET-AH0245,m67404,2024-04-12 13:41:24,2024-04-12 13:44:53,2024-04-17 11:57:43,EE2-2.10f: MR-SAD/SATD based IntraTMP BV search with signalling and BV reordering,"K. Naser, F. Le Léannec, T. Poirier, H. Guermoud, T. Dumas (InterDigital), W. Chen, X. Xiu, X. Wang (Kwai)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0245-v2.zip,1
JVET-AH0246,m67405,2024-04-12 13:52:03,2024-04-12 13:54:39,2024-04-12 13:54:39,EE2-2.10h: MR-SAD/SATD based IntraTMP BV search with signalling and BV reordering with ARBVP for IntraTMP merge,"K. Naser, F. Le Léannec, T. Poirier, Guermoud, T. Dumas (InterDigital), W. Chen, X. Xiu, X. Wang (Kwai), N. Qiu, J. Huo, Y. Ma, F. Yang (Xidian University), L. Zhang, Y Yue, F. Wang, H. Yu, D. Wang (Oppo)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0246-v1.zip,1
JVET-AH0247,m67413,2024-04-12 17:08:16,2024-04-12 17:17:28,2024-04-20 14:32:03,AHG8: Multi-layer VVC for hybrid machine-human consumption,"J. Laitinen, T. Partanen, A. Mercat, J. Vanne (Tampere University), A. Aminlou, M. M. Hannuksela, F. Cricri, H. Zhang (Nokia),",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0247-v2.zip,2
JVET-AH0248,m67414,2024-04-12 17:08:47,2024-04-12 17:25:22,2024-04-21 14:59:37,AHG8: Reduced residual encoding in VVC for machine consumption,"A. Aminlou, A. Hallapuro, H. Zhang (Nokia),",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0248-v2.zip,2
JVET-AH0249,m67422,2024-04-12 18:28:14,2024-04-12 18:31:11,2024-04-17 11:18:55,AHG8: An adaptive spatial resampling method for machine vision,"S. Wang, B. Li, J. Chen, Y. Ye (Alibaba)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0249-v2.zip,2
JVET-AH0250,m67426,2024-04-12 20:18:57,2024-04-13 09:49:14,2024-05-16 14:07:28,Crosscheck of JVET-AH0081 (EE1-1.3: Training from scratch for the joint LOP model with inputs transformed),M. Santamaria (Nokia),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0250-v4.zip,3
JVET-AH0251,m67439,2024-04-13 01:42:18,2024-04-17 23:28:04,2024-04-17 23:28:04,Crosscheck of JVET-AH0084 (EE2-6.3: Combination of EE2-6.1 and EE2-6.2 on entropy coding extension),"H.-J. Jhu, X. Xiu (Kwai)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0251-v1.zip,3
JVET-AH0252,m67442,2024-04-13 05:26:15,2024-04-17 11:31:27,2024-04-17 11:31:27,Crosscheck of JVET-AH0056 (EE2-4.1: Multiple Transform Set Selection for LFNST/NSPT),M. Koo (LGE),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0252-v1.zip,3
JVET-AH0253,m67459,2024-04-13 19:45:26,2024-04-24 01:32:43,2024-04-30 20:38:51,Crosscheck of JVET-AH0130 (AHG8: RPR for machine consumption),D. Ding (Tencent),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0253-v2.zip,3
JVET-AH0254,m67460,2024-04-13 19:50:34,2024-04-24 01:37:07,2024-04-24 01:37:07,Crosscheck of JVET-AH0187 (AHG8: Semantic segmentation task for VCM with PandaSet),D.  Ding (Tencent),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0254-v1.zip,3
JVET-AH0255,m67461,2024-04-13 19:51:06,2024-04-17 09:08:43,2024-04-17 09:08:43,Crosscheck of JVET-AH0073 (EE2-3.4: Adaptive GPM blending),Z. Zhang (Qualcomm),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0255-v1.zip,3
JVET-AH0256,m67462,2024-04-13 21:45:29,2024-04-16 13:16:15,2024-04-16 13:16:15,Crosscheck of JVET-AH0200 (EE2-2.10a and 2.10d: SATD based IntraTMP BV search without signalling and BV reordering）,L. Zhao (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0256-v1.zip,3
JVET-AH0257,m67463,2024-04-13 21:57:50,2024-04-16 13:29:04,2024-04-16 13:29:04,Crosscheck of JVET-AH0119 (EE2-3.7: Subblock merge mode improvements),L. Zhao (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0257-v1.zip,3
JVET-AH0259,m67518,2024-04-15 04:19:06,2024-04-17 12:49:23,2024-04-17 12:49:23,Crosscheck of JVET-AH0069 (EE2-3.1: Chained motion vector prediction),P.-H. Lin (Qualcomm),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0259-v1.zip,3
JVET-AH0260,m67520,2024-04-15 04:29:48,2024-04-16 04:05:26,2024-04-16 04:05:26,Crosscheck of JVET-AH0209 (EE2-2.13: Matrix based intra prediction replacing conventional intra modes),Y. Wang (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0260-v1.zip,3
JVET-AH0261,m67521,2024-04-15 04:36:08,2024-04-17 08:49:31,2024-04-17 08:49:31,Crosscheck of JVET-AH0136 (EE2-2.12: Chroma intra prediction mode reordering),Z. Deng (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0261-v1.zip,3
JVET-AH0262,m67525,2024-04-15 04:45:28,2024-04-16 04:44:59,2024-04-16 04:44:59,Crosscheck of JVET-AH0075 (EE2-2.1: TIMD merge mode),Y. Wang (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0262-v1.zip,3
JVET-AH0263,m67535,2024-04-15 05:09:04,2024-04-16 08:26:27,2024-04-16 08:26:27,Crosscheck of JVET-AH0099 (EE1-4.1: Adaptive resolution coding for NNVC-8.0 with RPR s=1.5),C. Lin (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0263-v1.zip,3
JVET-AH0264,m67536,2024-04-15 05:10:22,2024-04-16 08:26:48,2024-04-16 08:26:48,Crosscheck of JVET-AH0100 (EE1-related: Multiple scaling ratios coding for NNVC with NNSR),C. Lin (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0264-v1.zip,3
JVET-AH0265,m67537,2024-04-15 05:11:53,2024-04-18 12:06:39,2024-04-18 12:06:39,Crosscheck of JVET-AH0104 (EE1-4.2: Adaptive resolution coding for NNVC-8),C. Lin (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0265-v1.zip,3
JVET-AH0267,m67546,2024-04-15 05:40:23,2024-04-17 09:23:58,2024-04-17 09:23:58,Crosscheck of JVET-AH0055 (EE2-2.11: Auto-relocated BVP for IntraTMP merge candidates),X. Li (Alibaba),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0267-v1.zip,3
JVET-AH0268,m67552,2024-04-15 06:45:00,2024-04-17 07:08:23,2024-04-17 07:08:23,Crosscheck of JVET-AH0119 (EE2-3.7c: Subblock merge mode improvements),Z. Lv (vivo),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0268-v1.zip,3
JVET-AH0269,m67570,2024-04-15 08:14:44,2024-04-17 09:53:28,2024-04-17 09:53:28,Crosscheck of JVET-AH0057 (EE2-5.1: Adaptive Precision for CCALF Coefficients),W. Yin (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0269-v1.zip,3
JVET-AH0270,m67578,2024-04-15 08:55:11,2024-04-17 12:35:50,2024-04-17 12:35:50,Crosscheck of JVET-AH0076 (EE2-2.2: Occurrence-based intra coding (OBIC)),P. Nikitin(Qualcomm),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0270-v1.zip,3
JVET-AH0271,m67579,2024-04-15 08:55:42,2024-04-20 10:44:18,2024-04-20 10:44:18,Crosscheck of JVET-AH0059 (AHG12: Temporal BV for IBC merge list construction),X. Li (Alibaba),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0271-v1.zip,3
JVET-AH0272,m67580,2024-04-15 08:57:57,2024-04-16 08:53:36,2024-04-16 08:53:36,Crosscheck of JVET-AH0200 (EE2-2.10a and 2.10d: SATD based IntraTMP BV search without signalling and BV reordering),R.-L. Liao (Alibaba),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0272-v1.zip,3
JVET-AH0273,m67583,2024-04-15 09:08:02,2024-04-17 10:46:57,2024-04-17 10:46:57,Crosscheck of JVET-AH0075 (EE2-2.1: TIMD merge mode),I. Zupancic (Nokia),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0273-v1.zip,3
JVET-AH0274,m67600,2024-04-15 09:50:54,2024-04-15 09:56:23,2024-04-17 17:57:06,EE2 related: TIMD Merge Mode with Enhanced Block Vector Deployment,"K. Naser, Y. Chen, F. Le Léannec, M. Radosavljević, K. Reuzé (InterDigital)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0274-v2.zip,1
JVET-AH0275,m67607,2024-04-15 10:24:31,2024-04-15 10:28:19,2024-04-19 12:38:29,Non-EE2: CCALF with chroma ALF outputs,"N. Hu, M. Karczewicz, V. Seregin (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0275-v2.zip,1
JVET-AH0276,m67625,2024-04-15 11:19:18,2024-04-17 12:10:32,2024-04-17 12:10:32,Crosscheck of JVET-AH0122 (EE2-3.6: Reference filtering for inter-prediction),"Y. Kidani, K. Kawamura (KDDI)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0276-v1.zip,3
JVET-AH0277,m67662,2024-04-15 14:05:10,2024-04-16 09:23:53,2024-04-22 14:58:05,Crosscheck of JVET-AH0080 (EE1-1.2: Joint LOP model with inputs transformed),R. Chang (Tencent),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0277-v3.zip,3
JVET-AH0278,m67663,2024-04-15 14:08:49,2024-04-16 09:24:11,2024-04-23 14:06:11,Crosscheck of JVET-AH0205 (EE1-2.3: Integer implementation of HOP In-loop filter with Transformer blocks and Attention blocks),R. Chang (Tencent),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0278-v2.zip,3
JVET-AH0279,m67669,2024-04-15 14:16:48,2024-04-16 11:49:37,2024-04-17 11:21:33,"Crosscheck of test EE2-2.5b in JVET-AH0128 (EE2-2.5: Combination of EE2-2.2,EE2-2.3, and EE2-2.4)",Kevin Reuze (InterDigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0279-v2.zip,3
JVET-AH0280,m67715,2024-04-15 16:21:20,2024-04-17 10:01:31,2024-04-17 10:01:31,crosscheck of JVET-AH0107 (EE1-3.1: Deep Reference Frame Generation for Inter Prediction Enhancement),Z.  Xie (OPPO),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0280-v1.zip,3
JVET-AH0282,m67774,2024-04-15 18:43:00,2024-04-15 19:17:05,2024-04-15 19:17:05,Crosscheck of JVET-AH0065 (EE2-2.7: Relaxing line buffer restriction),H. Huang (Qualcomm),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0282-v1.zip,3
JVET-AH0283,m67775,2024-04-15 18:43:53,2024-04-15 19:27:20,2024-04-15 19:27:20,Crosscheck of JVET-AH0094 (EE2-2.8: Combination of tests EE2-2.6b and EE2-2.7),H. Huang (Qualcomm),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0283-v1.zip,3
JVET-AH0284,m67776,2024-04-15 18:46:12,2024-04-15 19:06:18,2024-04-15 19:06:18,Crosscheck of JVET-AH0135 (EE2-1.1: Temporal partitioning prediction),H. Huang (Qualcomm),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0284-v1.zip,3
JVET-AH0285,m67801,2024-04-15 20:54:23,2024-04-15 22:35:34,2024-04-15 22:35:34,"Crosscheck of JVET-AH0128, Tests EE2-2.5c and EE2-2.5d (EE2-2.5 Combination of EE2-2.2,EE2-2.3, and EE2-2.4)",M. Salehifar (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0285-v1.zip,3
JVET-AH0286,m67832,2024-04-15 22:18:31,2024-04-20 09:39:44,2024-04-20 09:39:44,Crosscheck of JVET-AH0151 (EE2-related: IntraTMP merge candidates clustering based on refinement window),"Y. Kidani, K. Kawamura (KDDI)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0286-v1.zip,3
JVET-AH0287,m67833,2024-04-15 22:20:13,2024-04-20 09:33:19,2024-04-20 09:33:19,Crosscheck of JVET-AH0183 (EE2-related: TMVP for chained motion vector prediction),"Y. Kidani, K. Kawamura (KDDI)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0287-v1.zip,3
JVET-AH0288,m67844,2024-04-15 22:51:56,2024-04-18 08:46:37,2024-04-18 08:46:37,Crosscheck of JVET-AH0063 (AHG12: On Shifting Quantization Center),H.-J. Jhu (Kwai),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0288-v1.zip,3
JVET-AH0289,m67845,2024-04-15 22:52:17,2024-04-19 09:01:28,2024-04-19 09:01:28,Crosscheck of JVET-AH0193 (EE2-related: Chroma LIC derivation with template costs),H.-J. Jhu (Kwai),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0289-v1.zip,3
JVET-AH0290,m67882,2024-04-16 09:07:23,2024-04-16 18:13:33,2024-04-17 10:21:25,AHG9: real-time demonstration of MPI (V3C),"R. Gendrot, F. Galpin, C. Guede, B. Chupeau, B. Leroy, G. Martin-Cocher (Interdigital)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0290-v2.zip,2
JVET-AH0291,m67883,2024-04-16 09:53:48,2024-04-21 07:36:50,2024-04-21 07:36:50,Crosscheck of JVET-AH0186 (EE2-3.5: LIC model inheritance for merge modes),L. Zhao (Bytedance),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0291-v1.zip,3
JVET-AH0292,m67888,2024-04-16 10:25:11,2024-04-17 09:49:56,2024-04-17 09:49:56,crosscheck of JVET-AH0092 (EE2-2.3: Intra-prediction using Merged Histogram of Gradients),K. Naser (InterDigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0292-v1.zip,3
JVET-AH0293,m67889,2024-04-16 10:26:26,2024-04-17 10:11:49,2024-04-17 10:11:49,Crosscheck of JVET-AH0090 (EE2-2.4: DIMD Merge List),K. Naser (InterDigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0293-v1.zip,3
JVET-AH0294,m67890,2024-04-16 11:37:01,2024-04-16 19:39:28,2024-04-16 19:39:28,Crosscheck of JVET-AH0244 (EE2-2.10c: MR-SAD based IntraTMP BV search with signalling),S. Blasi (Nokia),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0294-v1.zip,3
JVET-AH0295,m67892,2024-04-16 13:28:38,2024-04-16 13:33:03,2024-04-16 13:33:03,"Crosscheck of EE2-2.5d: JVET-AH0128: Combination of EE2-2.2, EE2-2.3, and EE2-2.4",F. Galpin (Interdigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0295-v1.zip,3
JVET-AH0296,m67898,2024-04-16 14:57:45,2024-04-16 17:20:38,2024-04-16 17:20:38,"Crosscheck of 2.5a in JVET-AH0128 (EE2-2.5: Combination of EE2-2.2,EE2-2.3, and EE2-2.4)",C. Zhou (vivo),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0296-v1.zip,3
JVET-AH0297,m67899,2024-04-16 14:57:58,2024-04-16 17:20:58,2024-04-16 17:20:58,Crosscheck of JVET-AH0201 (EE2-2.10g: combination test of EE2-2.10d and EE2-2.11c),C. Zhou (vivo),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0297-v1.zip,3
JVET-AH0298,m67900,2024-04-16 15:11:02,2024-04-16 15:12:53,2024-04-16 15:12:53,AHG11: Response to Call for training materials JVET-AG2036,"S. Puri, C. Bonnineau, I. Marzuki, R. Utida, F. Galpin (InterDigital)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0298-v1.zip,2
JVET-AH0299,m67907,2024-04-16 15:45:27,2024-04-18 21:59:57,2024-04-18 21:59:57,AHG4/AHG13: review of test material from JVET-AF0262,P. de Lagrange (InterDigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0299-v1.zip,2
JVET-AH0301,m67909,2024-04-16 15:55:37,2024-04-21 11:41:53,2024-04-21 11:41:53,AHG4/AHG13: input for subjective quality testing of the FGC SEI message,"P. de Lagrange (InterDigital), M. Wien (RWTH),",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0301-v1.zip,2
JVET-AH0303,m67911,2024-04-16 16:02:24,2024-04-17 18:08:44,2024-04-17 18:08:46,Crosscheck of AH0133 (EE1-4.3: RPR new input for super-resolution),"Yichen Zhou, Xinfeng Zhang, Jiaqi Zhang",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0303-v2.zip,3
JVET-AH0305,m67914,2024-04-16 17:07:29,2024-04-17 14:58:14,2024-04-17 14:58:14,Crosscheck of JVET-AH0246 (EE2-2.10h: MR-SAD/SATD based IntraTMP BV search with signalling and BV reordering with ARBVP for IntraTMP merge),G. Verba,https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0305-v1.zip,3
JVET-AH0306,m67915,2024-04-16 17:56:51,2024-04-18 11:45:48,2024-04-18 11:46:02,Crosscheck of JVET0064 AHG14: Port VTM Temporal Filter Fixes to NNVC software and Enable Temporal Filter in NNVC LD CTC,F. Galpin (Interdigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0306-v2.zip,3
JVET-AH0307,m67917,2024-04-16 18:01:15,2024-04-16 18:15:35,2024-04-22 10:55:39,AHG12: Multiple Transform Set Selection for Intra MTS,"C. Bonnineau, K. Naser, S. Puri, F. Le Léannec (InterDigital)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0307-v5.zip,2
JVET-AH0308,m67921,2024-04-16 19:48:56,2024-04-17 14:58:23,2024-04-19 10:29:50,Crosscheck of JVET-AH0245 (EE2-2.10f: MR-SAD/SATD based IntraTMP BV search with signalling and BV reordering),G. Verba,https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0308-v2.zip,3
JVET-AH0309,m67922,2024-04-16 21:56:42,2024-04-17 18:04:14,2024-04-17 18:04:14,Crosscheck of JVET-AH0153 (EE2-6.3 related: Combination of EE2-6.1 and EE2-6.2 on entropy coding extension - retraining),W. Chen (Kwai),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0309-v1.zip,3
JVET-AH0310,m67923,2024-04-17 00:26:33,2024-04-17 12:39:19,2024-04-17 12:39:19,Crosscheck of JVET-AH0131 (AhG12: Fix on BV Filtering for IntraTMP Fusion),L. Zhang (OPPO),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0310-v1.zip,3
JVET-AH0311,m67924,2024-04-17 01:13:52,2024-04-19 21:09:05,2024-04-19 21:09:05,"AHG13: demonstration of FGC SEI editing, and live VVC web-player with grain synthesis",P. de Lagrange (InterDigital),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0311-v1.zip,2
JVET-AH0312,m67926,2024-04-17 04:07:47,2024-04-17 04:11:33,2024-04-17 04:30:37,EE1-4 related: On training data of super resolution,"C. Lin, Y. Li, J. Li, K. Zhang, L. Zhang (Bytedance)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0312-v2.zip,1
JVET-AH0313,m67929,2024-04-17 09:09:19,2024-04-17 16:59:01,2024-04-17 16:59:01,Crosscheck of JVET-AH0098 (EE2-5.2: Coding Information based Classification for ALF),N. Song (OPPO),https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0313-v1.zip,3
JVET-AH0314,m67930,2024-04-17 09:13:13,2024-04-17 09:20:37,2024-04-17 09:20:37,EE2-3.5d: Combination of EE2-3.4 and EE2-3.5c,"C.-C. Chen, H. Huang, V. Seregin, M. Karczewicz (Qualcomm), L. Zhao, K. Zhang, L. Zhang (Bytedance)",https://jvet-experts.org/doc_end_user/documents/34_Rennes/wg11/JVET-AH0314-v1.zip,1
